1,556,24,14,15,1557
3,712,33,20,19,944
6,1947,29,26,21,984
7,939,33,18,36,2587
9,570,15,11,25,1996
10,843,46,36,23,1769
13,844,30,19,21,2159
15,920,22,21,22,2521
16,745,31,19,15,1698
20,825,23,16,33,2239
23,322,23,16,31,425
24,1710,35,23,30,2570
26,875,24,14,13,1706
28,1889,31,15,26,1050
29,1856,46,24,31,2231
30,1488,46,36,28,2608
31,974,29,16,31,1664
33,556,37,12,26,965
34,1338,33,15,24,1142
35,1773,47,10,40,1049
36,989,31,26,28,1531
37,934,26,19,15,3000
38,818,43,30,18,559
39,1067,39,25,20,1178
40,1764,24,14,27,1953
41,862,29,22,27,1161
42,907,48,31,33,1037
43,306,38,21,17,2524
44,1041,25,12,28,378
47,1918,40,29,33,2203
48,286,30,13,24,1333
52,954,33,14,23,1596
53,906,22,15,20,1933
57,929,43,19,34,3000
59,1266,26,19,25,2372
62,1468,15,11,29,2137
64,1121,15,12,17,829
65,1092,31,16,13,889
66,1221,27,18,34,1378
67,1039,24,22,29,1198
68,684,29,13,15,1614
71,551,31,19,21,3000
73,1895,34,25,27,1216
75,1246,30,18,20,2448
77,475,22,11,22,1787
78,1289,39,27,23,1179
79,1048,39,24,30,1223
81,1121,31,17,17,1345
82,1288,46,34,30,2442
83,857,23,18,17,2178
84,1308,16,10,33,1911
86,1643,29,19,33,895
87,894,34,34,25,1183
89,413,39,29,20,322
92,928,26,13,24,1588
93,1227,34,23,19,254
94,1266,39,28,20,1565
103,110,30,19,10,1128
104,1169,34,27,27,1512
105,701,39,39,22,1107
107,649,22,17,35,1623
109,1272,36,20,28,1224
111,1279,19,14,25,1451
112,1763,44,36,14,967
113,1847,42,26,36,1937
114,1141,27,12,28,942
115,247,33,18,33,1113
116,528,31,21,18,1061
117,938,18,13,30,398
119,684,21,13,32,50
120,1286,30,29,18,2030
121,1984,36,15,10,1724
122,128,21,13,33,1987
124,845,32,22,39,1286
126,648,24,17,15,2312
127,1127,37,26,28,1132
128,821,31,23,30,2341
129,1117,21,14,14,943
131,970,40,40,40,1358
132,734,25,15,22,1045
135,110,35,22,27,2722
136,824,44,19,22,987
138,1183,31,16,39,1923
139,1054,50,26,13,981
145,174,49,32,40,1817
150,819,44,19,36,1442
152,1419,22,19,10,1036
153,1063,46,29,39,1553
154,2178,48,26,29,3000
155,956,27,16,18,1940
158,1656,50,19,18,1123
159,748,46,18,11,2805
160,1093,29,18,28,1514
162,1123,33,25,22,1555
164,1344,31,25,33,2005
168,1262,47,25,40,1920
169,846,25,14,32,3000
170,1163,44,31,24,1538
171,110,29,21,19,1979
175,483,23,15,20,1164
176,1264,42,27,22,1571
179,110,40,30,13,1381
180,1412,36,18,24,1432
181,940,19,12,40,1083
182,361,20,14,19,1451
184,1050,50,27,30,1410
186,775,35,23,29,938
187,110,32,25,24,1054
188,977,34,20,18,1482
191,1589,47,33,38,1855
193,646,32,23,16,1768
195,1450,42,32,16,1927
196,895,39,14,10,1494
198,1603,46,31,20,647
202,1309,31,18,27,1784
203,362,40,16,17,1676
204,1191,27,18,25,192
208,710,31,22,14,2579
209,1452,36,10,23,50
217,1276,43,28,23,623
220,1637,31,15,28,50
224,417,38,23,18,1120
226,212,36,19,12,1851
229,698,34,25,30,1152
232,1592,40,21,22,2623
233,985,35,17,31,1649
234,1299,38,24,15,1601
235,1261,32,13,28,1200
237,1055,27,16,21,1468
241,784,37,10,19,2786
244,1297,28,20,20,1800
247,1189,36,25,27,2372
248,1032,17,15,22,1006
249,1494,32,23,24,1969
251,816,28,22,13,1773
252,1029,37,22,23,831
254,855,22,17,26,947
256,1203,38,38,23,2812
257,1045,19,13,34,2402
258,616,34,23,34,570
259,1438,37,25,22,2240
263,776,35,14,34,2118
265,474,25,25,22,1191
266,790,40,26,35,1025
267,1441,39,31,23,2043
272,1022,40,21,22,2297
274,587,18,14,36,2992
278,924,42,10,26,932
280,1246,34,25,20,1830
286,759,49,30,25,893
288,1714,43,36,15,1061
289,1615,23,15,20,1303
293,494,38,23,15,651
294,180,27,21,26,2715
296,906,47,28,29,953
297,860,36,28,26,1344
298,1013,29,21,22,1680
300,1216,28,25,32,1573
305,783,34,28,18,317
306,1074,38,16,14,55
310,110,34,13,19,1172
313,1599,31,23,33,194
314,1002,32,26,20,2175
315,1320,35,25,26,1920
316,639,42,31,28,1432
318,2317,29,10,13,1244
319,1897,42,24,25,826
321,110,30,30,13,946
322,626,28,22,30,358
323,2063,30,28,15,50
326,887,48,23,21,243
333,1455,24,16,18,2825
335,1610,40,30,23,1312
337,920,34,12,30,50
340,661,33,16,25,1429
341,1776,29,14,24,506
342,511,28,22,15,1612
345,959,34,11,14,2280
347,877,34,25,18,1063
348,1315,15,10,20,1579
349,351,29,20,29,1018
350,839,33,21,29,2036
351,1203,44,36,24,2029
355,1891,36,21,26,1185
357,916,39,26,18,1957
359,809,42,32,35,1542
361,1245,24,15,20,2578
363,778,43,22,20,2256
366,1463,29,28,13,2636
367,767,37,26,24,1419
368,1506,28,11,28,1604
373,1155,34,25,25,1853
377,518,23,10,28,50
378,1266,36,26,40,1782
379,777,17,10,18,1812
382,697,20,14,20,1463
384,794,40,29,28,1794
385,1936,29,15,20,515
386,1306,16,14,24,2436
389,948,35,21,28,903
390,302,26,21,17,2421
391,1331,42,19,34,1422
392,1259,26,14,25,2735
393,603,33,22,39,2273
395,1370,33,24,40,1239
396,979,27,18,26,1902
398,725,33,27,23,1679
400,689,37,22,23,1377
401,1277,37,32,31,1907
402,303,26,20,29,729
403,110,25,13,23,1585
404,1010,43,22,29,586
406,522,29,10,30,506
411,905,27,16,14,1564
414,1488,38,26,29,1931
416,1610,50,50,29,267
417,1058,34,27,23,571
418,342,15,11,34,1468
420,852,30,19,10,2121
421,1097,37,15,20,988
422,664,50,32,27,1558
427,1528,29,12,22,2075
428,1140,31,28,16,1201
431,309,33,22,18,344
432,1533,36,20,40,1213
435,237,27,12,28,2007
437,1538,31,18,40,973
439,1218,26,18,30,1136
440,1276,50,39,36,50
441,1242,25,12,26,1666
443,1636,28,15,34,1329
445,527,36,22,24,2067
446,611,39,24,38,1364
447,1218,26,15,33,238
458,510,35,20,32,648
461,1156,20,13,26,513
463,1420,22,21,29,1332
465,557,36,15,10,849
467,615,45,32,15,609
470,1132,28,10,20,50
471,518,33,19,17,1805
472,1527,24,12,18,1326
474,761,32,20,29,1567
475,1535,41,20,26,1988
477,1423,22,10,33,1915
479,803,32,21,26,1604
485,840,40,32,17,201
486,600,18,13,18,1970
488,1287,23,20,28,1426
490,226,17,12,40,3000
493,1120,49,29,26,1092
496,1543,29,16,30,1620
497,1233,24,14,29,1506
498,1859,39,26,40,2279
501,1750,19,17,24,567
502,380,19,11,15,2023
505,1330,33,28,22,2658
506,131,33,14,21,2321
507,867,24,15,20,2163
508,1609,34,19,38,1471
510,1547,26,18,22,1262
513,978,18,14,26,496
515,1903,28,17,27,1815
517,1772,18,13,25,2049
518,110,35,21,31,2270
521,1007,35,24,32,2355
522,1318,43,20,26,1457
523,781,50,20,30,251
524,1620,29,23,26,699
531,409,15,11,17,2959
535,1214,20,16,27,559
536,1007,50,15,25,1497
537,1402,19,11,32,1727
538,425,50,18,25,1462
541,535,24,15,32,1447
542,358,31,22,10,1191
543,309,21,14,22,1223
544,1525,40,27,14,1429
545,1042,27,22,22,298
548,1837,17,15,17,1664
550,110,20,12,26,2185
551,1165,23,21,24,2167
553,552,33,10,33,1476
554,1685,26,16,25,893
560,1044,27,15,37,1349
561,882,25,17,14,2116
566,110,33,17,26,1234
567,1242,31,14,13,2482
568,879,17,13,28,1687
570,350,40,10,14,737
571,1242,35,21,27,1656
572,1734,32,17,20,1922
576,1434,31,24,30,1765
580,1357,20,18,35,2867
582,110,38,29,27,705
584,1690,30,19,28,902
586,923,27,24,34,1519
587,857,27,18,17,1877
593,710,23,15,21,1956
594,364,27,16,28,1842
599,1621,20,14,25,1773
601,834,39,17,19,2374
602,717,31,22,22,2026
603,1952,22,16,22,1021
604,461,26,21,31,1962
606,153,33,17,10,1427
608,1000,36,21,40,830
609,1911,30,19,10,1699
613,713,36,25,33,221
614,833,36,17,23,2359
615,1390,43,26,23,1847
620,1049,28,25,23,2009
623,1053,36,21,15,610
627,1129,40,36,22,1655
628,1378,44,23,21,951
630,1000,32,18,17,1152
631,714,30,20,14,1064
632,1228,38,27,15,2073
635,462,26,24,14,2208
637,809,25,20,20,1460
639,110,31,19,34,1843
641,595,22,10,33,2099
645,1037,23,14,29,2306
646,1503,35,27,31,1802
647,1693,18,10,19,1310
648,679,31,22,28,1216
653,539,47,42,29,336
657,230,23,14,17,2864
659,110,39,29,25,1048
660,616,31,15,14,1858
663,996,36,27,25,2212
665,1891,33,31,30,3000
667,1908,24,14,29,2504
669,659,41,25,40,569
670,110,38,29,17,1515
672,494,43,27,21,2734
673,958,19,15,32,1877
674,810,40,18,17,3000
675,1463,33,10,17,317
677,670,43,14,23,912
679,723,17,13,21,1104
681,604,21,17,22,3000
682,977,43,12,26,830
683,648,23,16,24,2108
686,422,32,30,22,1361
689,628,15,11,25,50
692,1277,45,30,20,2700
694,1190,36,18,28,914
695,1129,31,25,35,2019
696,1375,20,12,25,244
699,787,33,30,27,1561
700,1447,29,27,14,1418
703,1302,50,18,36,1181
705,778,38,20,16,1133
707,745,42,19,23,50
709,284,42,28,36,2201
711,1393,37,20,29,785
713,375,34,24,15,870
716,346,46,18,29,952
717,2085,26,22,25,1141
718,1067,27,16,36,1263
719,636,33,19,30,1036
720,758,28,12,20,2010
721,1128,31,21,39,1459
723,1003,31,19,12,2140
724,1050,40,22,26,3000
725,1324,25,18,18,2016
727,383,27,19,16,1598
731,1755,24,17,26,1156
732,522,28,17,22,1195
736,788,39,37,23,1982
737,1228,27,19,22,1691
741,624,37,18,23,3000
742,1609,32,15,19,1342
743,331,30,25,30,988
744,710,28,16,32,2234
745,543,29,22,23,1666
746,209,26,17,10,2114
747,316,36,16,31,1827
749,1046,50,33,29,1589
750,512,16,15,10,2123
751,770,27,18,34,873
752,1796,15,11,28,1105
753,646,29,18,28,2137
761,960,27,15,26,3000
762,461,50,19,25,644
766,558,26,13,34,592
769,1060,29,17,17,515
770,1070,30,21,21,1469
773,1439,36,36,33,1460
775,603,18,14,32,1669
777,1063,36,21,27,2028
780,146,45,31,27,2106
781,453,28,16,37,561
784,1089,27,15,24,1437
785,713,36,14,37,2721
791,1690,34,19,18,1516
794,1015,34,26,40,1402
796,1283,45,21,18,1674
798,1018,20,16,35,968
805,1084,34,18,28,1231
808,929,46,41,27,2496
811,710,21,17,15,2473
812,627,23,10,32,2436
813,652,33,12,21,1135
818,1378,18,15,28,1010
819,2669,38,20,24,1465
823,972,25,10,28,1240
825,711,29,18,10,1323
827,442,45,44,30,1782
828,1814,36,13,29,825
831,300,19,13,30,1226
832,216,15,10,27,2278
834,372,45,24,20,1580
837,1118,41,21,31,1148
840,492,27,16,33,1979
844,340,15,12,17,2061
845,1268,33,16,27,1899
846,1486,31,17,29,824
848,399,43,10,19,579
852,1195,38,13,10,1597
855,404,29,26,13,1459
856,1313,17,14,30,819
857,1000,29,10,20,2117
858,1721,29,23,35,1546
860,222,25,17,38,1938
861,487,30,18,21,1914
862,326,29,20,24,954
863,1163,30,15,22,995
865,1077,33,23,12,1915
866,910,33,19,30,2282
869,110,22,15,16,1917
870,734,25,18,17,1083
872,2653,26,11,21,1882
873,1329,48,34,33,1255
877,1242,37,30,36,1904
880,1163,44,21,36,1796
883,381,31,26,12,1791
884,848,30,25,40,3000
885,754,33,21,21,2586
889,630,34,34,21,2277
890,607,39,24,22,243
893,777,28,25,33,2471
899,1194,34,25,23,1904
901,1289,38,13,35,116
902,822,38,23,19,1313
903,960,18,15,23,1529
905,830,24,17,21,2248
906,542,39,29,24,1929
907,573,37,26,24,494
908,1037,27,17,22,1224
910,962,25,14,16,1131
912,1050,29,10,23,1560
914,504,32,24,26,807
918,565,35,25,22,2221
921,1929,27,18,28,2102
922,906,28,19,15,1734
924,1101,34,16,19,2525
930,1155,34,32,33,582
931,1039,35,31,30,559
933,1478,19,14,17,2976
934,1161,31,21,16,50
935,1910,33,25,27,2267
936,698,25,17,21,1755
939,1574,36,27,19,1407
942,1103,31,16,26,1809
943,906,25,15,25,1639
944,1240,27,21,26,1258
946,898,27,15,31,1704
947,1520,35,23,26,2175
948,2049,27,14,21,2048
952,965,40,31,15,3000
953,246,28,17,27,1750
956,2331,39,37,27,1125
957,167,15,12,28,1234
958,1519,41,27,29,2629
959,725,33,20,25,985
960,1217,31,25,21,1520
962,1088,38,22,25,1326
965,1004,29,19,25,833
969,1506,39,12,29,965
970,988,15,11,27,2031
971,612,30,19,30,1974
974,711,32,18,19,1973
978,456,25,17,18,1014
980,1207,26,17,13,1074
982,1297,42,23,19,571
984,352,31,18,16,2094
985,547,39,26,15,1012
988,2102,27,10,28,156
990,436,39,31,19,746
991,970,30,18,17,1660
992,1737,31,20,24,1263
993,541,42,40,34,1361
994,1320,24,16,10,2154
996,829,31,24,31,1136
999,1093,22,19,16,2034
1004,1115,18,13,16,1126
1009,2002,37,16,26,2337
1011,1939,36,29,11,842
1013,914,30,19,22,2642
1014,1333,20,10,19,2413
1016,1776,31,19,34,1447
1018,1123,21,18,28,2614
1019,658,41,24,19,50
1020,1052,24,21,26,1384
1021,710,38,20,33,1513
1024,1228,31,11,10,1787
1025,837,24,18,14,2377
1026,1475,32,21,32,1557
1028,658,36,24,12,1627
1029,1615,39,26,36,1055
1030,1165,34,16,10,2360
1031,839,48,22,26,1066
1032,1451,38,22,32,1885
1034,948,20,11,34,1679
1035,1224,50,42,29,1241
1036,1268,26,17,27,266
1037,277,34,23,32,1483
1038,956,36,10,29,1514
1040,1258,43,38,24,2194
1041,348,21,18,17,1860
1042,110,29,14,29,312
1043,1140,31,21,32,3000
1045,1368,31,19,17,1686
1050,1295,26,23,10,1171
1052,791,26,26,31,448
1053,566,32,29,19,2171
1054,1297,20,15,23,1694
1058,1427,26,18,16,2062
1062,1095,44,23,33,50
1063,500,35,16,21,1691
1064,1701,32,18,16,1248
1066,354,43,39,27,1547
1067,1315,26,16,31,1265
1069,1675,44,33,15,2455
1070,652,35,28,26,644
1075,1012,33,29,13,2060
1076,1130,31,24,31,1396
1077,470,19,18,29,1486
1078,1438,19,14,27,1468
1081,1060,41,33,26,2301
1082,1716,30,16,21,2847
1084,2278,31,27,20,1157
1086,1474,36,21,37,1659
1088,202,49,33,20,417
1089,741,35,21,10,842
1091,1723,35,15,11,1791
1093,974,34,24,22,1032
1097,794,46,36,22,2476
1099,1555,41,27,26,1796
1102,951,18,15,18,50
1104,1055,44,23,22,1813
1105,898,29,18,34,2427
1106,1207,42,17,23,2714
1107,156,15,11,22,1846
1109,569,45,27,22,1945
1112,1704,36,18,16,1623
1113,262,27,14,26,2638
1114,1289,15,10,22,664
1116,1773,41,32,32,2277
1117,506,35,16,28,2774
1119,1392,33,10,18,1209
1122,750,18,12,18,1494
1123,992,35,30,35,50
1126,1787,32,29,24,745
1127,1068,49,24,16,905
1131,594,38,29,26,1989
1132,479,43,33,32,1007
1136,889,35,28,26,2564
1138,1950,35,26,35,1008
1139,426,31,22,25,774
1145,2180,31,28,29,1685
1147,870,36,15,23,1732
1149,1603,26,20,15,864
1151,619,33,33,16,1944
1152,1511,32,25,22,1783
1153,385,17,10,32,2267
1154,692,35,24,31,642
1157,906,47,23,20,3000
1158,845,23,12,25,1070
1160,935,47,20,27,343
1161,872,26,19,40,821
1164,594,32,23,21,486
1166,962,35,24,30,449
1167,730,31,22,10,957
1168,1771,45,29,26,1554
1172,1001,21,14,28,1809
1174,1076,29,15,26,393
1175,1634,44,33,29,2016
1176,939,38,21,30,1929
1179,1848,42,32,26,1764
1180,959,33,15,40,2481
1182,1794,33,25,27,1348
1183,110,24,15,19,2286
1185,1606,37,24,27,2439
1189,1393,23,16,36,2105
1191,743,32,19,29,1765
1194,1342,49,25,19,946
1196,1400,36,13,34,2459
1201,270,20,12,29,1743
